capture_name,Repeat,X,Y,Z,L*,a*,b*,dE00*C
solid_green_pupil_9,12,164.51079,632.10487,47.916958,100,-175.3174484,117.7233367,36.713771
solid_green_pupil_9,13,166.85013,641.05044,48.619984,100,-175.3101977,117.7092843,36.71335194
solid_red_pupil_1,1,492.30625,246.49639,2.5977483,100,140.4208487,157.3775112,36.72432014
solid_red_pupil_1,2,491.6194,246.19219,2.9069428,100,140.3864195,155.7312382,36.68645933
solid_red_pupil_1,3,491.01126,245.80686,2.7932715,100,140.4565683,156.293132,36.70059868
solid_red_pupil_1,4,492.50264,246.66473,2.8200666,100,140.3602552,156.20471,36.69663092
solid_red_pupil_1,5,491.67749,246.13303,2.8061461,100,140.4629465,156.245429,36.699652
solid_red_pupil_1,6,493.56475,247.20655,2.6939116,100,140.3517297,156.8992899,36.71214104
solid_red_pupil_1,7,489.01858,244.80162,2.767358,100,140.4632636,156.3691518,36.70245172
solid_red_pupil_1,8,489.09356,244.93729,2.7594379,100,140.3777174,156.4188645,36.70182661
solid_red_pupil_1,9,484.9448,242.7712,2.8462114,100,140.4554324,155.8361799,36.69025096
solid_red_pupil_1,10,486.58903,243.56629,2.8718546,100,140.4800068,155.7521956,36.68885689
solid_red_pupil_1,11,490.73133,245.83571,2.6294141,100,140.3097853,157.1667223,36.71732059
solid_red_pupil_1,12,491.10141,245.82026,3.0713274,100,140.4841237,154.8893121,36.66940738
solid_red_pupil_1,13,492.64594,246.62745,2.7756941,100,140.4546231,156.4334303,36.70372606
solid_red_pupil_2,1,501.84248,245.77128,2.8556639,100,145.1627676,155.9679786,36.7894463
solid_red_pupil_2,2,498.65171,244.3594,2.8141029,100,145.0300595,156.0984072,36.78957795
solid_red_pupil_2,3,495.98742,243.11073,2.775995,100,144.9796978,156.2227826,36.7912566
solid_red_pupil_2,4,503.31229,246.68617,2.6569071,100,144.9926675,157.0674031,36.80985226
solid_red_pupil_2,5,502.35606,246.03871,2.8513465,100,145.1488605,156.0061313,36.78999152
solid_red_pupil_2,6,498.7265,244.29687,2.852446,100,145.1173379,155.8961524,36.78696073
solid_red_pupil_2,7,498.34358,244.05951,2.7042666,100,145.1612045,156.6594359,36.80441418
solid_red_pupil_2,8,498.88884,244.38399,2.8611618,100,145.1106512,155.8565243,36.78596342
solid_red_pupil_2,9,497.53502,243.80852,2.8012801,100,145.0332845,156.1321999,36.79037783
solid_red_pupil_2,10,502.48395,246.23323,2.7175989,100,145.0336586,156.7164505,36.80306949
solid_red_pupil_2,11,503.19243,246.61873,2.8351831,100,145.0002463,156.1238693,36.78952476
solid_red_pupil_2,12,496.38649,243.1486,3.0572971,100,145.1191388,154.7937385,36.76301203
solid_red_pupil_2,13,500.42708,245.10636,3.0431865,100,145.1379759,154.9838898,36.76754132
solid_red_pupil_3,1,526.06031,271.02758,3.1042608,100,134.3533186,156.178066,36.57261176
solid_red_pupil_3,2,524.6199,270.14722,3.2118442,100,134.4615176,155.6294691,36.56179535
solid_red_pupil_3,3,525.87502,270.7688,3.2029552,100,134.4808328,155.7043869,36.56397833
solid_red_pupil_3,4,520.26157,267.94231,3.0164951,100,134.4304461,156.429045,36.58016387
solid_red_pupil_3,5,526.5048,271.29879,3.0785181,100,134.3204201,156.3141033,36.57516901
solid_red_pupil_3,6,524.05108,269.72093,3.3716958,100,134.566085,154.8815108,36.5461521
solid_red_pupil_3,7,524.9478,270.46786,3.0435089,100,134.3428049,156.4358137,36.57852267
solid_red_pupil_3,8,518.42621,266.84949,3.1805411,100,134.5473831,155.592651,36.56269863
solid_red_pupil_3,9,525.16715,270.35839,3.376505,100,134.5167632,154.8955749,36.5454582
solid_red_pupil_3,10,525.21734,270.52905,3.1602653,100,134.4035179,155.8890395,36.56677252
solid_red_pupil_3,11,520.15316,267.87544,3.2468901,100,134.4391594,155.3431382,36.55451201
solid_red_pupil_3,12,526.28983,271.12871,3.0649909,100,134.3666695,156.369064,36.57742728
solid_red_pupil_3,13,525.19229,270.44068,3.094423,100,134.4625231,156.1927636,36.57521182
solid_red_pupil_4,1,513.30286,254.66135,2.9193312,100,142.3830634,156.1654304,36.7371
solid_red_pupil_4,2,519.96093,258.00623,2.975111,100,142.3484879,156.0794642,36.73448305
solid_red_pupil_4,3,518.13868,257.01865,3.2574016,100,142.4179372,154.6741951,36.70461533
solid_red_pupil_4,4,514.99938,255.4822,2.9884625,100,142.4005234,155.8694821,36.73087845
solid_red_pupil_4,5,518.1253,256.9442,3.0655034,100,142.4744481,155.5780488,36.72591275
solid_red_pupil_4,6,517.85538,256.96757,2.9798769,100,142.343388,155.9968968,36.73254284
solid_red_pupil_4,7,511.88209,253.86761,3.014513,100,142.4580075,155.6479949,36.72713102
solid_red_pupil_4,8,520.35395,258.14196,2.9658751,100,142.3976604,156.1326512,36.73666969
solid_red_pupil_4,9,514.73893,255.36926,3.0799478,100,142.3868847,155.4171102,36.72053258
solid_red_pupil_4,10,518.32578,256.9508,3.055981,100,142.5518008,155.6244726,36.72853204
solid_red_pupil_4,11,515.78763,255.74446,3.0655703,100,142.5083296,155.5083699,36.72505874
solid_red_pupil_4,12,518.50643,257.14009,3.0655185,100,142.4687153,155.589259,36.72604442
solid_red_pupil_4,13,520.10067,258.0992,2.8883204,100,142.3288836,156.5159948,36.74378333
solid_red_pupil_5,1,532.32801,261.91157,2.815568,100,144.1674035,157.0944228,36.79378706
solid_red_pupil_5,2,531.55757,261.47985,3.0371004,100,144.2106396,155.973218,36.77015511
solid_red_pupil_5,3,528.88454,260.23096,3.0772965,100,144.1561674,155.7092097,36.76326024
solid_red_pupil_5,4,529.83967,260.7514,3.1036208,100,144.1145961,155.6128455,36.7602973
solid_red_pupil_5,5,531.96569,261.69619,3.0415021,100,144.1978545,155.9641,36.76969473
solid_red_pupil_5,6,533.62355,262.68714,2.9426174,100,144.0544594,156.5014315,36.77853862
solid_red_pupil_5,7,529.64104,260.77576,2.9176809,100,144.0140415,156.5189362,36.77810126
solid_red_pupil_5,8,529.58043,260.70411,2.8825134,100,144.0484655,156.6903718,36.78255135
solid_red_pupil_5,9,535.08238,263.44657,2.9513635,100,144.0208093,156.5002574,36.77782972
solid_red_pupil_5,10,531.2527,261.40763,3.0160526,100,144.1467649,156.0711143,36.77099605
solid_red_pupil_5,11,531.33117,261.62854,2.9305776,100,143.9971201,156.5023289,36.77739409
solid_red_pupil_5,12,530.63943,261.20407,2.9908891,100,144.0660281,156.182248,36.77178519
solid_red_pupil_5,13,531.97511,261.89152,2.9821801,100,144.0414593,156.2631555,36.77305729
solid_red_pupil_6,1,556.00241,282.10624,3.3683956,100,137.5954271,155.5662021,36.62515691
solid_red_pupil_6,2,555.15616,281.6033,3.2286596,100,137.6509449,156.1632708,36.64012733
solid_red_pupil_6,3,555.89176,282.13556,3.3951631,100,137.5310424,155.4503557,36.62113875
solid_red_pupil_6,4,556.23293,282.17842,3.2984011,100,137.6291543,155.8798962,36.63312096
solid_red_pupil_6,5,555.78714,281.93437,3.5113734,100,137.6426481,154.9370485,36.61153767
solid_red_pupil_6,6,555.70346,281.94743,3.4074741,100,137.6008,155.386656,36.62110428
solid_red_pupil_6,7,555.99457,282.19267,3.2473603,100,137.5273297,156.1093965,36.63634011
solid_red_pupil_6,8,555.16381,281.6952,3.4598698,100,137.5845237,155.14577,36.6151769
solid_red_pupil_6,9,556.48468,282.4326,3.2907251,100,137.5339684,155.9273772,36.6322603
solid_red_pupil_6,10,549.47122,278.94714,3.4396708,100,137.4775264,155.0867008,36.6115843
solid_red_pupil_6,11,557.84418,283.24947,3.3308354,100,137.4387586,155.7916141,36.62715068
solid_red_pupil_6,12,556.18043,282.21478,3.3424234,100,137.5817089,155.6863824,36.62765958
solid_red_pupil_6,13,553.05397,280.44187,3.4237454,100,137.7230087,155.2359363,36.62014017
solid_red_pupil_7,1,499.84671,251.49549,3.1678552,100,139.3805369,154.7670399,36.64372934
solid_red_pupil_7,2,501.28312,252.02831,3.2270377,100,139.5410873,154.5191883,36.6413963
solid_red_pupil_7,3,504.41776,253.70736,3.3188801,100,139.4544796,154.1932512,36.63212839
solid_red_pupil_7,4,502.93441,252.9899,3.3148938,100,139.4303642,154.1683547,36.63105417
solid_red_pupil_7,5,502.06055,252.47743,3.2578386,100,139.4918962,154.4020165,36.63769039
solid_red_pupil_7,6,506.95276,255.10797,3.0500142,100,139.3495366,155.5468459,36.66091909
solid_red_pupil_7,7,503.79687,253.31381,3.3835079,100,139.5228492,153.8739698,36.62624082
solid_red_pupil_7,8,505.12656,254.13692,3.2280408,100,139.3932011,154.6406258,36.64109856
solid_red_pupil_7,9,505.09248,254.03579,3.2143349,100,139.4636541,154.6989041,36.64389706
solid_red_pupil_7,10,505.64055,254.32384,3.1969874,100,139.4532623,154.797625,36.64593952
solid_red_pupil_7,11,504.25685,253.73706,3.1415032,100,139.361529,155.0260357,36.64926158
solid_red_pupil_7,12,505.17904,254.06253,3.231569,100,139.4777448,154.6196779,36.64237735
solid_red_pupil_7,13,505.40678,254.36155,3.1026279,100,139.3231051,155.2490032,36.65356593
solid_red_pupil_8,1,513.58149,251.57051,3.2101519,100,145.1198583,154.5711314,36.75817505
solid_red_pupil_8,2,514.03777,251.8082,3.1449544,100,145.1077419,154.8949885,36.76498348
solid_red_pupil_8,3,513.15302,251.28527,3.1096055,100,145.1843421,155.0334683,36.76957316
solid_red_pupil_8,4,514.31326,252.04001,3.0065156,100,145.0250942,155.5804016,36.77821244
solid_red_pupil_8,5,512.87431,251.30423,3.0978881,100,145.051291,155.0911488,36.76809674
solid_red_pupil_8,6,514.858,252.23216,3.0840699,100,145.0888497,155.2130775,36.77152278
solid_red_pupil_8,7,514.54341,252.00601,3.2313796,100,145.1503054,154.4974576,36.75719715
solid_red_pupil_8,8,514.27428,251.86974,3.2488274,100,145.1541127,154.4074883,36.75531422
solid_red_pupil_8,9,515.51927,252.60458,3.0104011,100,145.0475958,155.594406,36.7789771
solid_red_pupil_8,10,514.00927,251.6896,3.0745143,100,145.1971298,155.2272553,36.77405166
solid_red_pupil_8,11,514.56625,252.12184,3.1887813,100,145.061036,154.70523,36.75988615
solid_red_pupil_8,12,514.44656,251.99651,3.2708778,100,145.1179315,154.3122363,36.75248894
solid_red_pupil_8,13,515.06137,252.41369,3.0064156,100,145.019074,155.6028247,36.77857732
solid_red_pupil_9,1,541.55061,274.78183,3.3346383,100,137.5890929,155.3251047,36.61943394
solid_red_pupil_9,2,544.37642,276.18517,3.1907016,100,137.6125401,156.0520541,36.63676456
solid_red_pupil_9,3,545.2602,276.54267,3.5203873,100,137.6823777,154.6072946,36.60470521
solid_red_pupil_9,4,542.05043,275.00917,3.2430686,100,137.6093922,155.7500325,36.62970574
solid_red_pupil_9,5,539.47569,273.67856,3.3387096,100,137.6282755,155.2469547,36.61843245
solid_red_pupil_9,6,543.68589,275.72381,3.2637136,100,137.6981105,155.6946784,36.63025389
solid_red_pupil_9,7,543.55912,275.69522,3.3206121,100,137.670584,155.4371519,36.62371909
solid_red_pupil_9,8,543.87193,276.00438,3.2261324,100,137.5546585,155.8803518,36.63159687
solid_red_pupil_9,9,542.40912,275.07849,3.3334601,100,137.6964269,155.3464307,36.62215101
solid_red_pupil_9,10,542.33825,275.06948,3.2988692,100,137.6756146,155.500937,36.62530141
solid_red_pupil_9,11,539.57233,273.67362,3.290417,100,137.6701842,155.4635116,36.62432179
solid_red_pupil_9,12,542.21344,274.92753,3.3591255,100,137.7364146,155.2239304,36.62013968
solid_red_pupil_9,13,544.67541,276.29498,3.2120655,100,137.6447545,155.9600211,36.63529715
solid_white_pupil_1,1,831.81715,901.18661,937.47462,100,-4.8597331,3.018745419,6.682362725
solid_white_pupil_1,2,833.70156,896.52142,947.94049,100,-3.628107676,1.946082364,5.0966402
solid_white_pupil_1,3,831.21521,899.23173,948.04706,100,-4.620740806,2.137848482,6.217359577
solid_white_pupil_1,4,832.88904,896.37261,947.42914,100,-3.761955965,1.970743716,5.250657352
solid_white_pupil_1,5,832.58445,895.35574,947.37046,100,-3.634687361,1.899893749,5.091851693
solid_white_pupil_1,6,831.05753,895.13255,946.19494,100,-3.897084301,1.965407043,5.397670757
solid_white_pupil_1,7,829.59158,897.43134,946.56081,100,-4.612663032,2.109141691,6.202565328
solid_white_pupil_1,8,831.69799,895.75947,947.0358,100,-3.885468838,1.952985913,5.381877236
solid_white_pupil_1,9,832.05175,899.28154,937.31428,100,-4.463761667,2.890984888,6.247217696
solid_white_pupil_1,10,831.70897,899.77182,948.88455,100,-4.621828478,2.119211492,6.214460946
solid_white_pupil_1,11,831.51694,899.4028,948.31649,100,-4.592220885,2.131653169,6.185786134
solid_white_pupil_1,12,831.30811,900.14434,936.78559,100,-4.769762314,2.991036956,6.584632458
solid_white_pupil_1,13,826.82676,896.2147,946.25733,100,-4.939791853,2.040795109,6.533980869
solid_white_pupil_2,1,855.7003,911.63944,972.63072,100,-2.083261781,1.351665375,3.144902431
solid_white_pupil_2,2,854.2379,907.18719,971.43207,100,-1.554313457,1.108993532,2.422702842
solid_white_pupil_2,3,852.83577,905.87296,970.50529,100,-1.586377879,1.076157439,2.449197829
solid_white_pupil_2,4,852.26354,907.42939,967.83144,100,-1.982937169,1.372703633,3.033607803
solid_white_pupil_2,5,853.10588,902.57016,970.42929,100,-0.926487311,0.839009317,1.549500618
solid_white_pupil_2,6,850.62173,907.77616,969.5895,100,-2.366319358,1.277818319,3.459476123
solid_white_pupil_2,7,856.62078,913.13813,973.78147,100,-2.177437974,1.382133604,3.266891395
solid_white_pupil_2,8,855.91123,907.70923,972.67862,100,-1.324700173,1.062109233,2.127353563
solid_white_pupil_2,9,851.26945,900.3988,969.07817,100,-0.884282197,0.771589259,1.466522805
solid_white_pupil_2,10,850.59321,907.98395,969.64541,100,-2.409844283,1.289159198,3.514858765
solid_white_pupil_2,11,850.62558,910.98503,947.25922,100,-2.950548113,3.047044099,4.777625757
solid_white_pupil_2,12,857.96828,913.1981,974.13282,100,-1.92744622,1.362597096,2.96439992
solid_white_pupil_2,13,856.87273,912.48209,973.49816,100,-2.00934781,1.353813747,3.058016961
solid_white_pupil_3,1,885.4441,958.74842,1021.1809,100,-4.767244177,1.462456724,6.250734504
solid_white_pupil_3,2,889.3631,959.0578,1048.5314,100,-4.091017672,-0.272901219,5.378444621
solid_white_pupil_3,3,889.76148,959.0207,1048.2678,100,-4.010587478,-0.258699283,5.284711769
solid_white_pupil_3,4,890.38006,951.70731,1047.9423,100,-2.628144369,-0.749570529,3.662906755
solid_white_pupil_3,5,889.38166,960.76417,1028.0694,100,-4.381331242,1.156294519,5.783350275
solid_white_pupil_3,6,887.68077,959.34354,1023.9555,100,-4.453113423,1.323906457,5.886396398
solid_white_pupil_3,7,893.87051,963.03133,1051.4942,100,-3.938794578,-0.185273025,5.198918945
solid_white_pupil_3,8,892.1258,957.49441,1050.1775,100,-3.308016686,-0.486648997,4.464891321
solid_white_pupil_3,9,890.03973,952.74785,1048.7699,100,-2.872633079,-0.729274661,3.961245971
solid_white_pupil_3,10,887.66543,958.5647,1048.6504,100,-4.321793378,-0.314813931,5.645001453
solid_white_pupil_3,11,884.36996,955.67993,1047.0191,100,-4.438332843,-0.412135545,5.781518923
solid_white_pupil_3,12,892.67871,960.86849,1048.7359,100,-3.787605147,-0.160033012,5.020949676
solid_white_pupil_3,13,886.08239,957.35053,1048.6217,100,-4.407292087,-0.397633725,5.745682558
solid_white_pupil_4,1,859.6884,935.50584,979.88308,100,-5.588321081,2.567237865,7.303584548
solid_white_pupil_4,2,859.73632,934.71781,976.34113,100,-5.440230574,2.750009024,7.194928017
solid_white_pupil_4,3,857.15785,936.00095,956.24374,100,-6.161013995,4.20238017,8.245130277
solid_white_pupil_4,4,859.96936,935.66462,978.62037,100,-5.562437831,2.66324425,7.297765283
solid_white_pupil_4,5,853.44608,930.50725,976.4633,100,-5.906308774,2.444697511,7.596588941
solid_white_pupil_4,6,860.96891,937.88597,982.28577,100,-5.761761503,2.573290426,7.477581392
solid_white_pupil_4,7,856.80747,934.84144,980.51591,100,-6.024250004,2.477973488,7.719256493
solid_white_pupil_4,8,861.11396,937.02937,976.96337,100,-5.583440017,2.870481114,7.363985831
solid_white_pupil_4,9,859.51323,937.20124,968.87064,100,-5.920194237,3.428319759,7.820919538
solid_white_pupil_4,10,862.50285,934.79407,981.73184,100,-4.92378366,2.393020966,6.590780711
solid_white_pupil_4,11,858.08805,934.25577,978.01599,100,-5.675022984,2.604752771,7.397693219
solid_white_pupil_4,12,862.36842,932.93483,980.2731,100,-4.620863122,2.359825397,6.268139333
solid_white_pupil_4,13,858.9633,936.66753,966.7448,100,-5.931786208,3.534892896,7.858231612
solid_white_pupil_5,1,883.73179,926.08687,998.30704,100,0.664482675,0.666279925,1.182188031
solid_white_pupil_5,2,885.76709,925.52789,1011.8707,100,1.149394287,-0.272724646,1.698549704
solid_white_pupil_5,3,878.33021,923.12433,1010.3518,100,0.17625918,-0.346046578,0.444093783
solid_white_pupil_5,4,882.52822,927.00992,999.83296,100,0.270936518,0.630987001,0.74683423
solid_white_pupil_5,5,884.21283,926.49416,1011.4793,100,0.681919434,-0.177260112,1.033178783
solid_white_pupil_5,6,879.35421,923.28531,1009.3405,100,0.34147778,-0.267538962,0.587736272
solid_white_pupil_5,7,884.10025,925.94751,1009.9692,100,0.759174546,-0.116956897,1.134878196
solid_white_pupil_5,8,883.2121,925.04118,1009.6581,100,0.754869264,-0.161735827,1.133928438
solid_white_pupil_5,9,880.64997,919.59816,1007.6805,100,1.255260544,-0.424845051,1.868747543
solid_white_pupil_5,10,881.61701,924.24248,1010.0782,100,0.597348392,-0.247142298,0.928894909
solid_white_pupil_5,11,883.03763,918.43148,1010.5961,100,1.920210074,-0.702872624,2.798469317
solid_white_pupil_5,12,883.74117,922.01266,1010.7947,100,1.402622186,-0.455815458,2.072236543
solid_white_pupil_5,13,882.23539,919.27764,1010.3846,100,1.614165712,-0.627276067,2.386807609
solid_white_pupil_6,1,922.65035,1002.5605,1109.9436,100,-5.348435745,-1.112968672,6.83264408
solid_white_pupil_6,2,922.43554,1006.2587,1108.4245,100,-5.99350434,-0.774610644,7.48179075
solid_white_pupil_6,3,920.30301,1005.0721,1110.0822,100,-6.180303617,-0.953670594,7.684963587
solid_white_pupil_6,4,920.37969,1006.3328,1095.4805,100,-6.372894406,0.014897947,7.847800825
solid_white_pupil_6,5,917.97932,1003.6133,1098.4074,100,-6.357325807,-0.343681592,7.83625927
solid_white_pupil_6,6,922.2573,1006.9729,1109.9619,100,-6.14213715,-0.819893545,7.637216698
solid_white_pupil_6,7,915.45428,1003.0138,1108.9287,100,-6.712114183,-1.021360518,8.223435146
solid_white_pupil_6,8,923.02383,1007.4195,1110.0128,100,-6.078360979,-0.79328314,7.570249437
solid_white_pupil_6,9,923.06661,1007.7622,1101.7384,100,-6.126725332,-0.270405408,7.59897357
solid_white_pupil_6,10,920.37586,997.57157,1109.3578,100,-4.932688298,-1.412225774,6.423042318
solid_white_pupil_6,11,920.30182,1006.3,1101.7621,100,-6.381453142,-0.368795876,7.861371457
solid_white_pupil_6,12,919.38233,1004.3646,1108.9857,100,-6.229145387,-0.934642832,7.733347364
solid_white_pupil_6,13,916.74659,1004.492,1109.81,100,-6.722310196,-0.975917532,8.230533905
solid_white_pupil_7,1,834.1929,876.0722,1013.2092,100,0.302565315,-4.062425625,3.747389765
solid_white_pupil_7,2,833.90493,874.5385,1011.5074,100,0.537249146,-4.067266261,3.797964084
solid_white_pupil_7,3,834.19559,875.62498,1010.7455,100,0.388264152,-3.931600409,3.65285798
solid_white_pupil_7,4,831.88381,875.23516,1011.2753,100,-0.000190837,-3.997502711,3.66963744
solid_white_pupil_7,5,830.73504,875.2732,1013.7779,100,-0.237691328,-4.162683657,3.81942674
solid_white_pupil_7,6,834.0912,872.42774,1011.4616,100,0.977887957,-4.2286253,4.074060065
solid_white_pupil_7,7,833.94444,873.74554,1011.4673,100,0.696530074,-4.126283221,3.89081274
solid_white_pupil_7,8,835.94782,874.63358,1013.4926,100,0.927499496,-4.193281162,4.026111658
solid_white_pupil_7,9,829.95217,874.71597,986.22634,100,-0.288662548,-2.339101351,2.256632414
solid_white_pupil_7,10,831.1568,874.73355,1013.4109,100,-0.050360868,-4.180015268,3.82295057
solid_white_pupil_7,11,832.47773,871.32476,1010.4596,100,0.86581285,-4.247274157,4.045028613
solid_white_pupil_7,12,835.03242,874.46655,1013.2631,100,0.776466783,-4.190866204,3.968668654
solid_white_pupil_7,13,829.63323,874.16321,1012.3385,100,-0.247389762,-4.152347999,3.811815315
solid_white_pupil_8,1,856.88492,870.38998,1035.3888,100,5.894633167,-5.987008077,8.622473663
solid_white_pupil_8,2,853.56334,874.95372,1011.4549,100,4.360140676,-4.031450228,6.566799081
solid_white_pupil_8,3,856.44842,873.6204,1034.7654,100,5.184497582,-5.691500747,7.933554521
solid_white_pupil_8,4,854.285,868.41085,1032.5793,100,5.766096021,-5.956748772,8.50769682
solid_white_pupil_8,5,853.92315,872.87502,1035.1413,100,4.83110654,-5.774944569,7.681433433
solid_white_pupil_8,6,851.18968,870.97094,1034.2429,100,4.65908348,-5.86519626,7.583377338
solid_white_pupil_8,7,857.49917,873.38434,1035.6041,100,5.43654013,-5.765593128,8.168287091
solid_white_pupil_8,8,856.29045,871.13541,1034.876,100,5.633311077,-5.89423449,8.377047412
solid_white_pupil_8,9,855.21376,871.92358,1032.8258,100,5.268959565,-5.696161799,8.004454646
solid_white_pupil_8,10,857.83272,872.82925,1036.1361,100,5.609204584,-5.844439916,8.338800418
solid_white_pupil_8,11,851.3972,870.12441,1033.5763,100,4.863710577,-5.887683024,7.755527976
solid_white_pupil_8,12,850.98912,870.23069,1034.0853,100,4.762485935,-5.913091655,7.686150992
solid_white_pupil_8,13,854.6462,872.7465,1035.235,100,4.998339191,-5.791253796,7.822872227
solid_white_pupil_9,1,908.4917,956.75653,1082.1969,100,-0.160727116,-2.555910269,2.427332748
solid_white_pupil_9,2,907.214,957.3696,1083.8729,100,-0.501827825,-2.61715415,2.562933543
solid_white_pupil_9,3,905.23214,956.00666,1067.99,100,-0.628734457,-1.718343173,1.870309457
solid_white_pupil_9,4,910.34687,959.15914,1084.1745,100,-0.238713367,-2.509845577,2.397848827
solid_white_pupil_9,5,909.56072,956.4191,1084.6046,100,0.094047421,-2.729852037,2.578020114
solid_white_pupil_9,6,904.58511,950.25178,1079.2972,100,0.258082487,-2.835557049,2.693124744
solid_white_pupil_9,7,912.43549,960.07852,1086.9813,100,-0.016500699,-2.619734865,2.475822117
solid_white_pupil_9,8,908.52206,956.67708,1082.9299,100,-0.141322663,-2.60724046,2.470950242
solid_white_pupil_9,9,904.34553,954.70312,1083.9514,100,-0.564719575,-2.81051094,2.750220683
solid_white_pupil_9,10,908.6908,958.00753,1083.3848,100,-0.341895701,-2.541757774,2.448403703
solid_white_pupil_9,11,908.7554,957.08465,1083.3318,100,-0.169502945,-2.603533995,2.470723063
solid_white_pupil_9,12,902.63912,953.37868,1082.4256,100,-0.648025142,-2.809133407,2.782178019
solid_white_pupil_9,13,908.5236,957.28581,1082.5001,100,-0.247014736,-2.537484066,2.423848263
